DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
1827_gt_image.png   1827             6      1329      G4       42.99      0.9885       34.40      0.9801
1828_gt_image.png   1828             7      3119      G5       33.11      0.9774       28.51      0.9580
1829_gt_image.png   1829             8       182      G3       45.16      0.9922       33.32      0.9774
1830_gt_image.png   1830             9       180      G2       45.53      0.9922       34.21      0.9774
1831_gt_image.png   1831             0       371      G3       43.72      0.9911       33.11      0.9695
1832_gt_image.png   1832             1      1338      G5       38.21      0.9852       27.95      0.9490
1833_gt_image.png   1833             2       688      G4       38.34      0.9860       29.22      0.9587
1834_gt_image.png   1834             3        84      G1       47.43      0.9928       36.18      0.9753
1835_gt_image.png   1835             4       171      G2       46.92      0.9942       37.17      0.9813
1836_gt_image.png   1836             5        54      G1       49.04      0.9943       37.51      0.9787
1837_gt_image.png   1837             6      1329      G4       38.97      0.9890       31.87      0.9675
1838_gt_image.png   1838             7      3119      G5       33.85      0.9790       28.00      0.9408
1839_gt_image.png   1839             8       182      G3       46.19      0.9920       34.38      0.9714
1840_gt_image.png   1840             9       180      G2       46.22      0.9911       34.40      0.9715
1841_gt_image.png   1841             0       371      G3       43.49      0.9896       31.19      0.9752
1842_gt_image.png   1842             1      1338      G5       35.51      0.9758       25.17      0.9542
1843_gt_image.png   1843             2       688      G4       39.02      0.9846       29.73      0.9676
1844_gt_image.png   1844             3        84      G1       45.56      0.9905       35.14      0.9823
1845_gt_image.png   1845             4       171      G2       46.73      0.9921       34.41      0.9819
1846_gt_image.png   1846             5        54      G1       44.37      0.9921       35.96      0.9847
1847_gt_image.png   1847             6      1329      G4       37.02      0.9846       30.37      0.9714
1848_gt_image.png   1848             7      3119      G5       33.98      0.9719       24.55      0.9434
1849_gt_image.png   1849             8       182      G3       43.49      0.9889       33.49      0.9787
1850_gt_image.png   1850             9       180      G2       44.96      0.9886       32.69      0.9760
1851_gt_image.png   1851             0       371      G3       39.64      0.9903       32.42      0.9787
1852_gt_image.png   1852             1      1338      G5       33.86      0.9788       27.98      0.9611
1853_gt_image.png   1853             2       688      G4       37.59      0.9857       29.18      0.9682
1854_gt_image.png   1854             3        84      G1       46.20      0.9930       37.40      0.9815
1855_gt_image.png   1855             4       171      G2       47.52      0.9944       38.28      0.9831
1856_gt_image.png   1856             5        54      G1       45.36      0.9945       36.92      0.9844
1857_gt_image.png   1857             6      1329      G4       35.51      0.9844       30.62      0.9764
1858_gt_image.png   1858             7      3119      G5       32.05      0.9713       26.87      0.9525
1859_gt_image.png   1859             8       182      G3       41.81      0.9907       33.30      0.9761
1860_gt_image.png   1860             9       180      G2       37.43      0.9905       34.88      0.9766
1861_gt_image.png   1861             0       371      G3       40.32      0.9916       32.52      0.9763
1862_gt_image.png   1862             1      1338      G5       34.45      0.9789       25.94      0.9555
1863_gt_image.png   1863             2       688      G4       38.30      0.9864       30.04      0.9679
1864_gt_image.png   1864             3        84      G1       46.03      0.9930       35.23      0.9788
1865_gt_image.png   1865             4       171      G2       48.15      0.9942       37.87      0.9832
1866_gt_image.png   1866             5        54      G1       45.14      0.9931       33.44      0.9803
1867_gt_image.png   1867             6      1329      G4       35.44      0.9869       29.51      0.9745
1868_gt_image.png   1868             7      3119      G5       33.11      0.9752       26.03      0.9491
1869_gt_image.png   1869             8       182      G3       43.43      0.9907       33.06      0.9751
1870_gt_image.png   1870             9       180      G2       44.76      0.9915       33.84      0.9747
1871_gt_image.png   1871             0       371      G3       35.77      0.9875       33.04      0.9658
1872_gt_image.png   1872             1      1338      G5       31.16      0.9764       27.72      0.9371
1873_gt_image.png   1873             2       688      G4       40.81      0.9838       30.27      0.9547
1874_gt_image.png   1874             3        84      G1       44.00      0.9902       35.74      0.9684
1875_gt_image.png   1875             4       171      G2       44.73      0.9920       37.80      0.9758
1876_gt_image.png   1876             5        54      G1       44.83      0.9911       35.77      0.9736
1877_gt_image.png   1877             6      1329      G4       42.36      0.9855       30.12      0.9560
1878_gt_image.png   1878             7      3119      G5       39.77      0.9777       26.82      0.9227
1879_gt_image.png   1879             8       182      G3       44.79      0.9887       33.58      0.9641
1880_gt_image.png   1880             9       180      G2       44.63      0.9890       33.79      0.9647
1881_gt_image.png   1881             0       371      G3       40.12      0.9872       33.13      0.9639
1882_gt_image.png   1882             1      1338      G5       35.38      0.9787       27.46      0.9390
1883_gt_image.png   1883             2       688      G4       35.16      0.9809       29.34      0.9535
1884_gt_image.png   1884             3        84      G1       47.47      0.9916       36.81      0.9704
1885_gt_image.png   1885             4       171      G2       42.89      0.9919       37.91      0.9747
1886_gt_image.png   1886             5        54      G1       42.88      0.9910       35.78      0.9727
1887_gt_image.png   1887             6      1329      G4       42.09      0.9847       30.32      0.9565
1888_gt_image.png   1888             7      3119      G5       40.84      0.9781       28.09      0.9263
1889_gt_image.png   1889             8       182      G3       41.07      0.9892       34.73      0.9658
1890_gt_image.png   1890             9       180      G2       42.14      0.9895       34.99      0.9654
1891_gt_image.png   1891             0       371      G3       38.76      0.9890       32.35      0.9667
1892_gt_image.png   1892             1      1338      G5       38.13      0.9796       27.63      0.9402
1893_gt_image.png   1893             2       688      G4       40.17      0.9830       29.30      0.9531
1894_gt_image.png   1894             3        84      G1       47.48      0.9911       35.11      0.9695
1895_gt_image.png   1895             4       171      G2       44.41      0.9925       37.71      0.9778
1896_gt_image.png   1896             5        54      G1       48.05      0.9922       35.93      0.9735
1897_gt_image.png   1897             6      1329      G4       40.27      0.9861       28.75      0.9569
1898_gt_image.png   1898             7      3119      G5       39.19      0.9782       25.72      0.9230
1899_gt_image.png   1899             8       182      G3       45.45      0.9905       34.35      0.9687
1900_gt_image.png   1900             9       180      G2       44.28      0.9896       33.60      0.9658
1901_gt_image.png   1901             0       371      G3       41.50      0.9893       32.28      0.9666
1902_gt_image.png   1902             1      1338      G5       40.20      0.9815       27.81      0.9392
1903_gt_image.png   1903             2       688      G4       38.08      0.9853       30.55      0.9557
1904_gt_image.png   1904             3        84      G1       40.30      0.9902       34.77      0.9712
1905_gt_image.png   1905             4       171      G2       39.93      0.9920       37.55      0.9778
1906_gt_image.png   1906             5        54      G1       39.68      0.9910       35.82      0.9745
1907_gt_image.png   1907             6      1329      G4       38.86      0.9852       30.23      0.9586
1908_gt_image.png   1908             7      3119      G5       37.28      0.9758       27.05      0.9255
1909_gt_image.png   1909             8       182      G3       43.08      0.9899       33.77      0.9692
